Time_s,Signal
0.715,1.07
0.716,1.07
0.717,1.07
0.718,1.07
0.719,1.07
0.72,1.06
0.721,1.07
0.722,1.07
0.723,1.07
0.724,1.06
0.725,1.07
0.726,1.08
0.727,1.08
0.728,1.08
0.729,1.08
0.73,1.08
0.731,1.08
0.732,1.07
0.733,1.08
0.734,1.08
0.735,1.08
0.736,1.07
0.737,1.08
0.738,1.08
0.739,1.07
0.74,1.07
0.741,1.08
0.742,1.07
0.743,1.07
0.744,1.07
0.745,1.07
0.746,1.07
0.747,1.07
0.748,1.07
0.749,1.08
0.75,1.08
0.751,1.08
0.752,1.08
0.753,1.08
0.754,1.08
0.755,1.07
0.756,1.07
0.757,1.07
0.758,1.07
0.759,1.07
0.76,1.08
0.761,1.08
0.762,1.08
0.763,1.08
0.764,1.09
0.765,1.08
0.766,1.08
0.767,1.07
0.768,1.07
0.769,1.08
0.77,1.08
0.771,1.08
0.772,1.08
0.773,1.08
0.774,1.08
0.775,1.08
0.776,1.08
0.777,1.07
0.778,1.07
0.779,1.07
0.78,1.07
0.781,1.08
0.782,1.07
0.783,1.08
0.784,1.07
0.785,1.08
0.786,1.07
0.787,1.08
0.788,1.08
0.789,1.07
0.79,1.06
0.791,1.07
0.792,1.07
0.793,1.07
0.794,1.07
0.795,1.08
0.796,1.08
0.797,1.07
0.798,1.06
0.799,1.07
0.8,1.07
0.801,1.07
0.802,1.07
0.803,1.08
0.804,1.08
0.805,1.08
0.806,1.09
0.807,1.1
0.808,1.09
0.809,1.08
0.81,1.05
0.811,1.05
0.812,1.08
0.8130000000000001,1.09
0.8140000000000001,1.08
0.8150000000000001,1.06
0.8160000000000001,1.04
0.8170000000000001,1.05
0.8180000000000001,1.06
0.8190000000000001,1.07
0.8200000000000001,1.07
0.8210000000000001,1.08
0.8220000000000001,1.07
0.8230000000000001,1.07
0.8240000000000001,1.07
0.8250000000000001,1.07
0.8260000000000001,1.07
0.8270000000000001,1.07
0.8280000000000001,1.07
0.8290000000000001,1.08
0.8300000000000001,1.07
0.8310000000000001,1.07
0.8320000000000001,1.06
0.833,1.07
0.834,1.08
0.835,1.08
0.836,1.08
0.837,1.06
0.838,1.07
0.839,1.07
0.84,1.08
0.841,1.07
0.842,1.06
0.843,1.07
0.844,1.07
0.845,1.07
0.846,1.07
0.847,1.08
0.848,1.08
0.849,1.09
0.85,1.08
0.851,1.07
0.852,1.08
0.853,1.08
0.854,1.08
0.855,1.08
0.856,1.08
0.857,1.07
0.858,1.06
0.859,1.07
0.86,1.08
0.861,1.08
0.862,1.07
0.863,1.07
0.864,1.07
0.865,1.08
0.866,1.08
0.867,1.09
0.868,1.08
0.869,1.07
0.87,1.08
0.871,1.08
0.872,1.08
0.873,1.06
0.874,1.05
0.875,1.08
0.876,1.08
0.877,1.07
0.878,1.07
0.879,1.08
0.88,1.08
0.881,1.08
0.882,1.08
0.883,1.08
0.884,1.08
0.885,1.08
0.886,1.08
0.887,1.07
0.888,1.08
0.889,1.08
0.89,1.07
0.891,1.08
0.892,1.08
0.893,1.08
0.894,1.07
0.895,1.08
0.896,1.08
0.897,1.07
0.898,1.08
0.899,1.07
0.9,1.08
0.901,1.08
0.902,1.08
0.903,1.08
0.904,1.08
0.905,1.08
0.906,1.06
0.907,1.07
0.908,1.07
0.909,1.08
0.91,1.08
0.911,1.08
0.912,1.07
0.913,1.07
0.914,1.07
0.915,1.08
0.916,1.07
0.917,1.07
0.918,1.07
0.919,1.07
0.92,1.08
0.921,1.07
0.922,1.07
0.923,1.07
0.924,1.07
0.925,1.07
0.926,1.07
0.927,1.07
0.928,1.07
0.929,1.08
0.93,1.08
0.931,1.08
0.932,1.08
0.933,1.07
0.934,1.07
0.935,1.08
0.936,1.08
0.937,1.08
0.9380000000000001,1.08
0.9390000000000001,1.08
0.9400000000000001,1.09
0.9410000000000001,1.08
0.9420000000000001,1.08
0.9430000000000001,1.07
0.9440000000000001,1.08
0.9450000000000001,1.07
0.9460000000000001,1.07
0.9470000000000001,1.08
0.9480000000000001,1.08
0.9490000000000001,1.06
0.9500000000000001,1.07
0.9510000000000001,1.08
0.9520000000000001,1.08
0.9530000000000001,1.08
0.9540000000000001,1.08
0.9550000000000001,1.07
0.9560000000000001,1.07
0.9570000000000001,1.08
0.9580000000000001,1.08
0.9590000000000001,1.08
0.96,1.08
0.961,1.07
0.962,1.08
0.963,1.08
0.964,1.08
0.965,1.08
0.966,1.08
0.967,1.07
0.968,1.06
0.969,1.06
0.97,1.07
0.971,1.08
0.972,1.08
0.973,1.08
0.974,1.08
0.975,1.07
0.976,1.07
0.977,1.07
0.978,1.07
0.979,1.07
0.98,1.07
0.981,1.07
0.982,1.08
0.983,1.07
0.984,1.08
0.985,1.07
0.986,1.07
0.987,1.08
0.988,1.08
0.989,1.07
0.99,1.08
0.991,1.08
0.992,1.08
0.993,1.08
0.994,1.07
0.995,1.07
0.996,1.08
0.997,1.07
0.998,1.08
0.999,1.08
1.0,1.07
1.0010000000000001,1.08
1.002,1.08
1.0030000000000001,1.07
1.004,1.07
1.0050000000000001,1.07
1.006,1.08
1.0070000000000001,1.08
1.008,1.07
1.0090000000000001,1.08
1.01,1.07
1.0110000000000001,1.08
1.012,1.08
1.0130000000000001,1.07
1.014,1.08
1.0150000000000001,1.07
1.016,1.08
1.0170000000000001,1.07
1.018,1.08
1.0190000000000001,1.08
1.02,1.08
1.0210000000000001,1.08
1.022,1.08
1.0230000000000001,1.07
1.024,1.07
1.025,1.07
1.026,1.07
1.027,1.07
1.028,1.07
1.029,1.07
1.03,1.08
1.031,1.08
1.032,1.07
1.033,1.08
1.034,1.08
1.035,1.08
1.036,1.07
1.037,1.08
1.038,1.07
1.039,1.07
1.04,1.08
1.041,1.07
1.042,1.07
1.043,1.08
1.044,1.08
1.045,1.07
1.046,1.07
1.047,1.07
1.048,1.07
1.049,1.07
1.05,1.08
1.051,1.08
1.052,1.07
1.053,1.08
1.054,1.07
1.055,1.08
1.056,1.08
1.057,1.07
1.058,1.07
1.059,1.08
1.06,1.07
1.061,1.07
1.062,1.07
1.063,1.08
1.064,1.07
1.065,1.07
1.066,1.08
1.067,1.08
1.068,1.08
1.069,1.07
1.07,1.07
1.071,1.07
1.072,1.07
1.073,1.08
1.074,1.08
1.075,1.07
1.076,1.07
1.077,1.07
1.078,1.07
1.079,1.07
1.08,1.07
1.081,1.08
1.082,1.07
1.083,1.08
1.084,1.07
1.085,1.07
1.086,1.08
1.087,1.07
1.088,1.08
1.089,1.07
1.09,1.07
1.091,1.08
1.092,1.07
1.093,1.08
1.094,1.08
1.095,1.08
1.096,1.08
1.097,1.08
1.098,1.08
1.099,1.07
1.1,1.07
1.101,1.07
1.102,1.07
1.103,1.07
1.104,1.08
1.105,1.07
1.106,1.07
1.107,1.08
1.108,1.09
1.109,1.08
1.11,1.08
1.111,1.08
1.112,1.07
1.113,1.07
1.114,1.08
1.115,1.08
1.116,1.08
1.117,1.08
1.118,1.07
1.119,1.08
1.12,1.07
1.121,1.07
1.122,1.08
1.123,1.08
1.124,1.08
1.125,1.07
1.1260000000000001,1.08
1.127,1.08
1.1280000000000001,1.08
1.129,1.08
1.1300000000000001,1.07
1.131,1.08
1.1320000000000001,1.08
1.133,1.07
1.1340000000000001,1.08
1.135,1.08
1.1360000000000001,1.08
1.137,1.08
1.1380000000000001,1.08
1.139,1.08
1.1400000000000001,1.08
1.141,1.08
1.1420000000000001,1.07
1.143,1.07
1.1440000000000001,1.07
1.145,1.08
1.1460000000000001,1.07
1.147,1.07
1.1480000000000001,1.08
1.149,1.08
1.1500000000000001,1.07
1.151,1.07
1.1520000000000001,1.08
1.153,1.07
1.154,1.08
1.155,1.07
1.156,1.07
1.157,1.07
1.158,1.07
1.159,1.07
1.16,1.07
1.161,1.07
1.162,1.06
1.163,1.07
1.164,1.07
1.165,1.07
1.166,1.07
1.167,1.07
1.168,1.07
1.169,1.08
1.17,1.08
1.171,1.07
1.172,1.07
1.173,1.07
1.174,1.07
1.175,1.07
1.176,1.07
1.177,1.07
1.178,1.07
1.179,1.07
1.18,1.08
1.181,1.07
1.182,1.08
1.183,1.07
1.184,1.07
1.185,1.07
1.186,1.07
1.187,1.07
1.188,1.07
1.189,1.08
1.19,1.07
1.191,1.07
1.192,1.07
1.193,1.08
1.194,1.07
1.195,1.06
1.196,1.07
1.197,1.08
1.198,1.08
1.199,1.08
1.2,1.08
1.201,1.07
1.202,1.07
1.203,1.07
1.204,1.07
1.205,1.07
1.206,1.07
1.207,1.08
1.208,1.08
1.209,1.08
1.21,1.07
1.211,1.07
1.212,1.07
1.213,1.07
1.214,1.07
1.215,1.07
1.216,1.07
1.217,1.08
1.218,1.08
1.219,1.08
1.22,1.08
1.221,1.07
1.222,1.07
1.223,1.07
1.224,1.07
1.225,1.07
1.226,1.08
1.227,1.08
1.228,1.07
1.229,1.08
1.23,1.07
1.231,1.08
1.232,1.07
1.233,1.07
1.234,1.07
1.235,1.08
1.236,1.08
1.237,1.08
1.238,1.08
1.239,1.07
1.24,1.07
1.241,1.07
1.242,1.07
1.243,1.07
1.244,1.07
1.245,1.07
1.246,1.07
1.247,1.07
1.248,1.08
1.249,1.08
1.25,1.08
1.2510000000000001,1.07
1.252,1.08
1.2530000000000001,1.07
1.254,1.07
1.2550000000000001,1.08
1.256,1.07
1.2570000000000001,1.07
1.258,1.06
1.2590000000000001,1.07
1.26,1.07
1.2610000000000001,1.07
1.262,1.08
1.2630000000000001,1.08
1.264,1.07
1.2650000000000001,1.07
1.266,1.07
1.2670000000000001,1.07
1.268,1.08
1.2690000000000001,1.08
1.27,1.08
1.2710000000000001,1.07
1.272,1.08
1.2730000000000001,1.07
1.274,1.07
1.2750000000000001,1.07
1.276,1.08
1.2770000000000001,1.08
1.278,1.07
1.2790000000000001,1.08
1.28,1.08
1.281,1.07
1.282,1.08
1.283,1.07
1.284,1.08
1.285,1.07
1.286,1.07
1.287,1.07
1.288,1.08
1.289,1.07
1.29,1.08
1.291,1.08
1.292,1.08
1.293,1.07
1.294,1.08
1.295,1.07
1.296,1.07
1.297,1.07
1.298,1.07
1.299,1.07
1.3,1.08
1.301,1.08
1.302,1.08
1.303,1.07
1.304,1.08
1.305,1.07
1.306,1.08
1.307,1.07
1.308,1.07
1.309,1.08
1.31,1.07
1.311,1.07
1.312,1.08
1.313,1.08
1.314,1.08
1.315,1.07
1.316,1.07
1.317,1.07
1.318,1.07
1.319,1.07
1.32,1.07
1.321,1.07
1.322,1.07
1.323,1.08
1.324,1.07
1.325,1.07
1.326,1.07
1.327,1.08
1.328,1.08
1.329,1.08
1.33,1.08
1.331,1.08
1.332,1.08
1.333,1.07
1.334,1.07
1.335,1.07
1.336,1.08
1.337,1.07
1.338,1.08
1.339,1.07
1.34,1.08
1.341,1.08
1.342,1.08
1.343,1.07
1.344,1.07
1.345,1.07
1.346,1.07
1.347,1.08
1.348,1.08
1.349,1.08
1.35,1.09
1.351,1.09
1.352,1.08
1.353,1.07
1.354,1.08
1.355,1.08
1.356,1.07
1.357,1.07
1.358,1.07
1.359,1.07
1.36,1.08
1.361,1.08
1.362,1.08
1.363,1.08
1.364,1.08
1.365,1.07
1.366,1.09
1.367,1.08
1.368,1.08
1.369,1.07
1.37,1.07
1.371,1.07
1.372,1.08
1.373,1.08
1.374,1.07
1.375,1.07
1.3760000000000001,1.07
1.377,1.07
1.3780000000000001,1.07
1.379,1.07
1.3800000000000001,1.07
1.381,1.07
1.3820000000000001,1.07
1.383,1.07
1.3840000000000001,1.07
1.385,1.07
1.3860000000000001,1.07
1.387,1.06
1.3880000000000001,1.06
1.389,1.07
1.3900000000000001,1.07
1.391,1.07
1.3920000000000001,1.08
1.393,1.08
1.3940000000000001,1.07
1.395,1.08
1.3960000000000001,1.07
1.397,1.08
1.3980000000000001,1.07
1.399,1.08
1.4000000000000001,1.08
1.401,1.08
1.4020000000000001,1.08
1.403,1.08
1.4040000000000001,1.07
1.405,1.08
1.4060000000000001,1.08
1.407,1.07
1.408,1.08
1.409,1.07
1.41,1.07
1.411,1.08
1.412,1.07
1.413,1.07
1.414,1.07
1.415,1.07
1.416,1.07
1.417,1.08
1.418,1.08
1.419,1.07
1.42,1.07
1.421,1.08
1.422,1.08
1.423,1.08
1.424,1.07
1.425,1.08
1.426,1.07
1.427,1.08
1.428,1.07
1.429,1.07
1.43,1.07
1.431,1.08
1.432,1.07
1.433,1.07
1.434,1.07
1.435,1.07
1.436,1.07
1.437,1.07
1.438,1.08
1.439,1.08
1.44,1.07
1.441,1.08
1.442,1.07
1.443,1.08
1.444,1.07
1.445,1.07
1.446,1.07
1.447,1.07
1.448,1.07
1.449,1.07
1.45,1.07
1.451,1.07
1.452,1.07
1.453,1.07
1.454,1.07
1.455,1.07
1.456,1.07
1.457,1.07
1.458,1.07
1.459,1.07
1.46,1.08
1.461,1.08
1.462,1.08
1.463,1.07
1.464,1.08
1.465,1.08
1.466,1.08
1.467,1.08
1.468,1.07
1.469,1.07
1.47,1.07
1.471,1.07
1.472,1.07
1.473,1.08
1.474,1.08
1.475,1.08
1.476,1.08
1.477,1.08
1.478,1.07
1.479,1.07
1.48,1.08
1.481,1.08
1.482,1.08
1.483,1.08
1.484,1.08
1.485,1.08
1.486,1.07
1.487,1.07
1.488,1.08
1.489,1.07
1.49,1.07
1.491,1.08
1.492,1.08
1.493,1.08
1.494,1.08
1.495,1.08
1.496,1.07
1.497,1.08
1.498,1.08
1.499,1.07
1.5,1.08
1.5010000000000001,1.08
1.502,1.08
1.5030000000000001,1.08
1.504,1.08
1.5050000000000001,1.08
1.506,1.08
1.5070000000000001,1.07
1.508,1.07
1.5090000000000001,1.07
1.51,1.08
1.5110000000000001,1.08
1.512,1.08
1.5130000000000001,1.08
1.514,1.07
1.5150000000000001,1.07
1.516,1.07
1.5170000000000001,1.06
1.518,1.07
1.5190000000000001,1.08
1.52,1.08
1.5210000000000001,1.08
1.522,1.08
1.5230000000000001,1.07
1.524,1.07
1.5250000000000001,1.07
1.526,1.07
1.5270000000000001,1.08
1.528,1.08
1.5290000000000001,1.08
1.53,1.08
1.5310000000000001,1.08
1.532,1.08
1.5330000000000001,1.07
1.534,1.08
1.5350000000000001,1.07
1.536,1.08
1.537,1.07
1.538,1.07
1.539,1.07
1.54,1.08
1.541,1.08
1.542,1.07
1.543,1.08
1.544,1.07
1.545,1.07
1.546,1.08
1.547,1.07
1.548,1.07
1.549,1.08
1.55,1.08
1.551,1.08
1.552,1.08
1.553,1.07
1.554,1.07
1.555,1.07
1.556,1.07
1.557,1.08
1.558,1.07
1.559,1.08
1.56,1.07
1.561,1.08
1.562,1.07
1.563,1.08
1.564,1.07
1.565,1.07
1.566,1.07
1.567,1.07
1.568,1.08
1.569,1.08
1.57,1.08
1.571,1.07
1.572,1.08
1.573,1.07
1.574,1.08
1.575,1.08
1.576,1.07
1.577,1.07
1.578,1.07
1.579,1.07
1.58,1.07
1.581,1.07
1.582,1.08
1.583,1.08
1.584,1.08
1.585,1.07
1.586,1.07
1.587,1.07
1.588,1.07
1.589,1.07
1.59,1.08
1.591,1.08
1.592,1.08
1.593,1.08
1.594,1.08
1.595,1.07
1.596,1.07
1.597,1.08
1.598,1.08
1.599,1.07
1.6,1.07
1.601,1.08
1.602,1.07
1.603,1.07
1.604,1.07
1.605,1.07
1.606,1.08
1.607,1.07
1.608,1.08
1.609,1.08
